advisor_id,advisor_name,firm_name,firm_type,region,aum_segment,client_type,assigned_rm_id,activity_count,avg_engagement,opp_count,committed_capital,expected_pipeline,engagement_score_norm,aum_score_norm,conv_prob_norm,product_fit_norm,recency_norm,priority_score,priority_tier,recommended_next_action,recommended_asset_class,estimated_commitment_opportunity
A0151,Anthony Adams,Harbor Global Markets,Wirehouse,Southwest,100M-500M,Wealth,RM003,19.0,74.52631578947368,4.0,0.0,24750000.0,0.7452631578947368,0.4,0.275,1.0,1.0,0.6286,Medium,Invite to Market Outlook Webinar,Private Credit,5728118
A0098,Paul Lee,Coastal Private Bank,Private Bank,Southwest,100M-500M,Wealth,RM009,22.0,78.0909090909091,4.0,0.0,22500000.0,0.7809090909090909,0.4,0.2375,1.0,0.967032967032967,0.6285,Medium,Invite to Market Outlook Webinar,Private Credit,5727206
A0178,Timothy King,Halcyon Endowment,Institutional Investor,Midwest,1B-5B,Institutional,RM004,3.0,80.66666666666667,6.0,0.0,342250000.0,0.8066666666666668,0.8,0.325,0.5,0.4560439560439561,0.6276,Medium,Re-engagement Campaign,Real Estate,47658375
A0240,Nancy Perez,Pinnacle Wealth Partners,RIA,Midwest,500M-1B,Wealth,RM005,16.0,69.0,3.0,0.0,45500000.0,0.69,0.6,0.11666666666666665,1.0,0.9725274725274725,0.6276,Medium,Invite to Market Outlook Webinar,Real Estate,11120288
A0373,Andrew Smith,Trident Wealth Partners,RIA,Midwest,500M-1B,Wealth,RM005,39.0,52.41025641025641,5.0,0.0,49000000.0,0.5241025641025641,0.6,0.35,1.0,0.9972527472527473,0.627,Medium,Invite to Market Outlook Webinar,Real Estate,7406437
A0366,Patricia Nakamura,Riverstone Wealth Management,RIA,Northeast,100M-500M,Wealth,RM014,11.0,76.18181818181819,7.0,0.0,47250000.0,0.7618181818181818,0.4,0.2571428571428572,1.0,0.9642857142857143,0.6264,Medium,Invite to Market Outlook Webinar,Private Equity,5708070
A0295,Karen Thomas,Vanguard Wealth Management,Wirehouse,West,1B-5B,Wealth,RM009,14.0,55.857142857142854,4.0,0.0,145250000.0,0.5585714285714285,0.8,0.05,1.0,0.9752747252747253,0.6251,Medium,Invite to Market Outlook Webinar,Real Estate,24613312
A0351,Mark Nakamura,Cedar Investment Consulting,Consultant,Northeast,500M-1B,Institutional,RM007,19.0,51.10526315789474,4.0,0.0,37750000.0,0.5110526315789474,0.6,0.3625,1.0,0.9917582417582418,0.625,Medium,Invite to Market Outlook Webinar,Real Estate,7382812
A0017,Jeffrey Wilson,Summit Family Office,Family Office,West,500M-1B,Wealth,RM002,47.0,50.361702127659576,4.0,11750000.0,42500000.0,0.5036170212765958,0.6,0.375,1.0,0.9862637362637363,0.6247,Medium,Invite to Market Outlook Webinar,Real Estate,7379269
A0364,Charles Allen,Meridian Wealth Management,RIA,Southwest,500M-1B,Wealth,RM003,9.0,60.77777777777778,5.0,10750000.0,52500000.0,0.6077777777777778,0.6,0.5,0.75,0.7912087912087912,0.624,Medium,Re-engagement Campaign,Real Estate,7371000
A0368,Kenneth Jackson,Cascade Family Office,Family Office,International,1B-5B,Wealth,RM008,4.0,59.5,5.0,0.0,257750000.0,0.595,0.8,0.47,0.75,0.39010989010989006,0.624,Medium,Re-engagement Campaign,Private Equity,36855000
A0092,Timothy Chen,Cornerstone Family Wealth,RIA,Southwest,100M-500M,Wealth,RM009,19.0,63.8421052631579,3.0,6000000.0,17750000.0,0.638421052631579,0.4,0.41666666666666663,1.0,0.989010989010989,0.6238,Medium,Invite to Market Outlook Webinar,Real Estate,4421182
A0226,Ronald Lewis,Frontier Multi-Family Office,Family Office,Northeast,100M-500M,Wealth,RM006,16.0,61.5625,8.0,0.0,38500000.0,0.615625,0.4,0.45,1.0,0.967032967032967,0.6214,Medium,Invite to Market Outlook Webinar,Private Credit,4404172
A0397,Sandra Jackson,Heritage Family Wealth,RIA,Southeast,1B-5B,Wealth,RM013,21.0,55.04761904761905,4.0,0.0,93750000.0,0.5504761904761906,0.8,0.05,1.0,0.9615384615384616,0.6213,Medium,Invite to Market Outlook Webinar,Private Credit,24463687
A0023,Betty Gonzalez,Pinnacle Wealth Management,RIA,Midwest,500M-1B,Wealth,RM001,6.0,78.33333333333333,7.0,0.0,129000000.0,0.7833333333333333,0.6,0.24285714285714285,0.75,0.7472527472527473,0.6208,Medium,Re-engagement Campaign,Infrastructure,14142600
A0383,Anthony Wilson,Lighthouse Advisors LLC,RIA,West,1B-5B,Wealth,RM010,9.0,52.666666666666664,6.0,0.0,144000000.0,0.5266666666666666,0.8,0.20833333333333331,1.0,0.6923076923076923,0.6189,Medium,Re-engagement Campaign,Private Credit,24369188
A0314,Susan Moore,Sterling Wealth Management,RIA,Northeast,<100M,Wealth,RM016,17.0,43.8235294117647,1.0,4750000.0,5000000.0,0.43823529411764706,0.15,1.0,1.0,0.9972527472527473,0.6187,Medium,Invite to Market Outlook Webinar,Infrastructure,487226
A0011,Thomas Clark,Evergreen Global Markets,Wirehouse,Northeast,1B-5B,Wealth,RM014,4.0,69.5,4.0,0.0,160500000.0,0.695,0.8,0.375,0.5,0.5934065934065934,0.6178,Medium,Re-engagement Campaign,Infrastructure,36488812
A0024,Donna Sullivan,Lighthouse Private Bank,Private Bank,Southeast,500M-1B,Wealth,RM008,63.0,51.22222222222222,4.0,0.0,30250000.0,0.5122222222222222,0.6,0.3125,1.0,0.9972527472527473,0.6159,Medium,Invite to Market Outlook Webinar,Private Credit,7275319
A0094,Rebecca Scott,Cedar Securities,Wirehouse,Midwest,500M-1B,Wealth,RM005,32.0,52.28125,2.0,0.0,24250000.0,0.5228125,0.6,0.3,1.0,0.989010989010989,0.6157,Medium,Invite to Market Outlook Webinar,Private Credit,7272956
A0396,Donald Robinson,Cascade Wealth Management,RIA,Southeast,500M-1B,Wealth,RM016,31.0,53.54838709677419,3.0,0.0,20500000.0,0.535483870967742,0.6,0.2833333333333333,1.0,0.9807692307692307,0.6154,Medium,Invite to Market Outlook Webinar,Private Equity,7269412
A0059,Ronald Green,Cascade Trust & Banking,Private Bank,International,500M-1B,Wealth,RM002,28.0,50.57142857142857,4.0,0.0,43250000.0,0.5057142857142857,0.6,0.3375,1.0,0.9615384615384616,0.6154,Medium,Invite to Market Outlook Webinar,Private Credit,7269412
A0264,Ryan Rodriguez,Ridge Private Capital,Family Office,Southwest,100M-500M,Wealth,RM003,6.0,61.666666666666664,7.0,4500000.0,40500000.0,0.6166666666666667,0.4,0.44285714285714284,1.0,0.9065934065934066,0.6142,Medium,Invite to Market Outlook Webinar,Private Equity,4353142
A0281,Barbara Sullivan,Cascade Global Markets,Wirehouse,Southwest,100M-500M,Wealth,RM009,28.0,62.142857142857146,2.0,0.0,13500000.0,0.6214285714285714,0.4,0.425,1.0,0.9010989010989011,0.6115,Medium,Invite to Market Outlook Webinar,Infrastructure,4334006
A0342,Jason Nakamura,Sterling Capital Advisors,RIA,Southwest,500M-1B,Wealth,RM003,43.0,51.25581395348837,0.0,0.0,0.0,0.5125581395348837,0.6,0.2937674418604651,1.0,0.9835164835164835,0.6109,Medium,Invite to Market Outlook Webinar,Real Estate,7216256
A0217,Michael Adams,Halcyon Advisory Group,Consultant,Northeast,100M-500M,Institutional,RM006,12.0,59.416666666666664,3.0,7500000.0,17000000.0,0.5941666666666666,0.4,0.41666666666666663,1.0,0.989010989010989,0.6105,Medium,Invite to Market Outlook Webinar,Private Credit,4326919
A0089,David Allen,Cornerstone Family Office,Family Office,Midwest,500M-1B,Wealth,RM012,15.0,65.73333333333333,4.0,0.0,55250000.0,0.6573333333333333,0.6,0.275,0.75,0.9560439560439561,0.6103,Medium,Invite to Market Outlook Webinar,Private Credit,10813753
A0067,Ryan Green,Ironwood Endowment,Institutional Investor,Southeast,500M-1B,Institutional,RM016,6.0,57.333333333333336,2.0,0.0,15250000.0,0.5733333333333334,0.6,0.5,0.75,0.7527472527472527,0.6098,Medium,Re-engagement Campaign,Infrastructure,7203262
A0291,Nancy Rodriguez,Cedar Wealth Management,RIA,Southwest,100M-500M,Wealth,RM003,14.0,55.857142857142854,3.0,9000000.0,21000000.0,0.5585714285714285,0.4,0.5833333333333334,1.0,0.75,0.6092,Medium,Re-engagement Campaign,Private Credit,4317705
A0160,Laura Hernandez,Granite Private Wealth,Private Bank,International,100M-500M,Wealth,RM002,14.0,65.5,4.0,6250000.0,25250000.0,0.655,0.4,0.375,1.0,0.8708791208791209,0.6086,Medium,Invite to Market Outlook Webinar,Infrastructure,4313452
A0125,Sarah Hernandez,Eaglewood Capital Advisors,RIA,Northeast,100M-500M,Wealth,RM013,10.0,68.2,4.0,0.0,14500000.0,0.682,0.4,0.3375,1.0,0.8626373626373627,0.6084,Medium,Invite to Market Outlook Webinar,Real Estate,4312035
A0106,Stephanie Young,Lighthouse Private Wealth,Private Bank,West,100M-500M,Wealth,RM001,16.0,62.1875,5.0,5000000.0,31250000.0,0.621875,0.4,0.39,1.0,0.9368131868131868,0.6082,Medium,Invite to Market Outlook Webinar,Infrastructure,4310618
A0385,Melissa Taylor,Compass Family Office,Family Office,West,100M-500M,Wealth,RM001,17.0,64.17647058823529,8.0,7000000.0,31750000.0,0.6417647058823529,0.4,0.38125,1.0,0.8901098901098901,0.6078,Medium,Invite to Market Outlook Webinar,Real Estate,4307782
A0266,Margaret Thomas,Crescent Trust & Banking,Private Bank,West,100M-500M,Wealth,RM010,12.0,74.58333333333333,6.0,0.0,42000000.0,0.7458333333333332,0.4,0.2,1.0,0.9368131868131868,0.6074,Medium,Invite to Market Outlook Webinar,Infrastructure,5534933
A0171,George Torres,Riverstone Wealth Management,Wirehouse,Southeast,100M-500M,Wealth,RM016,29.0,61.206896551724135,5.0,0.0,34000000.0,0.6120689655172413,0.4,0.37,1.0,0.989010989010989,0.6065,Medium,Invite to Market Outlook Webinar,Real Estate,4298569
A0249,Stephanie Thompson,Cascade Private Wealth,Private Bank,West,100M-500M,Wealth,RM001,49.0,72.48979591836735,7.0,0.0,48750000.0,0.7248979591836735,0.4,0.19285714285714284,1.0,1.0,0.606,Medium,Invite to Market Outlook Webinar,Private Credit,5522175
A0105,Carol Garcia,Cedar Endowment,Institutional Investor,Midwest,100M-500M,Institutional,RM004,17.0,52.76470588235294,4.0,11500000.0,18250000.0,0.5276470588235295,0.4,0.55,1.0,0.8736263736263736,0.6057,Medium,Invite to Market Outlook Webinar,Infrastructure,2861932
A0214,Stephanie Perez,Riverstone Endowment,Institutional Investor,International,1B-5B,Institutional,RM015,3.0,70.0,5.0,0.0,227500000.0,0.7,0.8,0.12,0.5,0.9560439560439561,0.6046,Medium,Invite to Market Outlook Webinar,Real Estate,35709188
A0254,Kimberly Jackson,Ridge Endowment,Institutional Investor,International,500M-1B,Institutional,RM002,10.0,49.2,5.0,0.0,51250000.0,0.49200000000000005,0.6,0.29,1.0,0.9835164835164835,0.604,Medium,Invite to Market Outlook Webinar,Real Estate,7134750
A0344,Mark Hernandez,Ironwood Wealth Partners,RIA,West,100M-500M,Wealth,RM001,7.0,75.42857142857143,3.0,0.0,19250000.0,0.7542857142857143,0.4,0.15,1.0,0.9725274725274725,0.6035,Medium,Invite to Market Outlook Webinar,Infrastructure,5499394
A0392,Betty Taylor,Eaglewood Private Bank,Private Bank,Southeast,<100M,Wealth,RM009,10.0,72.6,4.0,0.0,13500000.0,0.726,0.15,0.525,1.0,0.9148351648351648,0.6018,Medium,Invite to Market Outlook Webinar,Private Credit,913984
A0250,Jessica Lee,Sterling Private Bank,Private Bank,West,500M-1B,Wealth,RM010,8.0,63.625,4.0,0.0,47000000.0,0.63625,0.6,0.275,0.75,0.9230769230769231,0.6007,Medium,Invite to Market Outlook Webinar,Real Estate,10643653
A0161,Sharon Nakamura,Compass Advisory Group,Consultant,Southwest,1B-5B,Institutional,RM009,1.0,87.0,5.0,42000000.0,346500000.0,0.87,0.8,0.39,0.25,0.2417582417582418,0.6007,Medium,Re-engagement Campaign,Real Estate,45615656
A0116,Donald Flores,Riverstone Private Bank,Private Bank,Midwest,500M-1B,Wealth,RM005,15.0,65.46666666666667,2.0,0.0,27000000.0,0.6546666666666667,0.6,0.05,1.0,0.9368131868131868,0.6001,Medium,Invite to Market Outlook Webinar,Private Credit,10633022
A0019,Ryan Miller,Heritage Wealth Management,RIA,Northeast,<100M,Wealth,RM006,26.0,55.46153846153846,3.0,5000000.0,11000000.0,0.5546153846153846,0.15,0.75,1.0,0.945054945054945,0.5984,Medium,Invite to Market Outlook Webinar,Private Credit,706860
A0387,Christopher Lewis,Vanguard Advisors LLC,RIA,Northeast,100M-500M,Wealth,RM006,23.0,61.34782608695652,2.0,0.0,12250000.0,0.6134782608695653,0.4,0.375,1.0,0.8928571428571429,0.5983,Medium,Invite to Market Outlook Webinar,Private Credit,4240451
A0312,Lisa Murphy,Lighthouse Advisors LLC,RIA,Southwest,500M-1B,Wealth,RM009,7.0,64.85714285714286,3.0,0.0,47500000.0,0.6485714285714286,0.6,0.06666666666666667,1.0,0.8928571428571429,0.5972,Medium,Invite to Market Outlook Webinar,Private Credit,10581637
A0193,Kenneth Ramirez,Sterling Wealth Management,RIA,Midwest,<100M,Wealth,RM004,20.0,70.6,1.0,0.0,1250000.0,0.706,0.15,0.5,1.0,0.978021978021978,0.5971,Medium,Invite to Market Outlook Webinar,Infrastructure,906846
A0118,Joseph Goldberg,Evergreen Capital Advisors,RIA,West,500M-1B,Wealth,RM013,29.0,52.793103448275865,9.0,0.0,99500000.0,0.5279310344827587,0.6,0.2111111111111111,1.0,0.9642857142857143,0.597,Medium,Invite to Market Outlook Webinar,Real Estate,7052062
A0234,George Chen,Eaglewood Private Bank,Private Bank,Southeast,500M-1B,Wealth,RM008,18.0,67.5,1.0,0.0,5000000.0,0.675,0.6,0.0,1.0,0.945054945054945,0.597,Medium,Invite to Market Outlook Webinar,Private Credit,10578094
A0243,George Martinez,Liberty Family Wealth,RIA,International,100M-500M,Wealth,RM013,7.0,73.0,6.0,0.0,40750000.0,0.73,0.4,0.3416666666666666,0.75,0.9532967032967032,0.5952,Medium,Invite to Market Outlook Webinar,Private Credit,5423760
A0175,David Brown,Coastal Wealth Management,RIA,Northeast,100M-500M,Wealth,RM007,16.0,60.5625,3.0,0.0,17500000.0,0.605625,0.4,0.33333333333333337,1.0,0.9642857142857143,0.5948,Medium,Invite to Market Outlook Webinar,Infrastructure,4215645
A0362,Betty Brown,Meridian Family Wealth,RIA,Northeast,100M-500M,Wealth,RM014,33.0,60.63636363636363,4.0,0.0,26000000.0,0.6063636363636363,0.4,0.3375,1.0,0.9478021978021978,0.5942,Medium,Invite to Market Outlook Webinar,Private Equity,4211392
A0294,Daniel Williams,Halcyon Trust & Banking,Private Bank,West,100M-500M,Wealth,RM012,43.0,60.325581395348834,4.0,0.0,20500000.0,0.6032558139534884,0.4,0.3125,1.0,0.989010989010989,0.5924,Medium,Invite to Market Outlook Webinar,Private Credit,4198635
A0227,Carol Sanchez,Crescent Private Wealth,Private Bank,International,100M-500M,Wealth,RM015,12.0,48.583333333333336,3.0,0.0,13750000.0,0.48583333333333334,0.4,0.5,1.0,0.9642857142857143,0.5922,Medium,Invite to Market Outlook Webinar,Real Estate,2798145
A0272,Cynthia Perez,Harbor Private Capital,Family Office,West,500M-1B,Wealth,RM012,23.0,54.34782608695652,2.0,0.0,29000000.0,0.5434782608695652,0.6,0.175,1.0,0.9368131868131868,0.5917,Medium,Invite to Market Outlook Webinar,Private Credit,6989456
A0265,Laura Flores,Halcyon Multi-Family Office,Family Office,West,<100M,Wealth,RM001,23.0,56.17391304347826,4.0,10250000.0,16000000.0,0.5617391304347826,0.15,0.6875,1.0,0.978021978021978,0.5913,Medium,Invite to Market Outlook Webinar,Private Credit,698473
A0357,Susan Miller,Cornerstone Global Markets,Wirehouse,West,100M-500M,Wealth,RM010,12.0,69.08333333333333,3.0,0.0,24250000.0,0.6908333333333333,0.4,0.36666666666666664,0.75,0.9807692307692307,0.5912,Medium,Invite to Market Outlook Webinar,Infrastructure,5387310
A0395,Robert Singh,Trident Investment Solutions,Consultant,Southeast,500M-1B,Institutional,RM002,7.0,46.714285714285715,8.0,12500000.0,83500000.0,0.46714285714285714,0.6,0.2875,1.0,0.9313186813186813,0.5908,Medium,Invite to Market Outlook Webinar,Real Estate,6978825
A0377,Donald Robinson,Coastal Investment Consulting,Consultant,West,100M-500M,Institutional,RM013,13.0,49.76923076923077,4.0,2500000.0,15500000.0,0.49769230769230766,0.4,0.4625,1.0,0.9835164835164835,0.5902,Medium,Invite to Market Outlook Webinar,Infrastructure,2788695
A0355,Karen Lee,Granite Trust & Banking,Private Bank,Northeast,100M-500M,Wealth,RM010,15.0,49.06666666666667,6.0,2250000.0,21500000.0,0.4906666666666667,0.4,0.475,1.0,0.9725274725274725,0.5895,Medium,Invite to Market Outlook Webinar,Real Estate,2785388
A0365,Sarah Martinez,Pinnacle Family Office,Family Office,Southwest,1B-5B,Wealth,RM011,7.0,60.142857142857146,2.0,0.0,107000000.0,0.6014285714285714,0.8,0.125,0.75,0.7115384615384616,0.5891,Medium,Re-engagement Campaign,Real Estate,34793719
A0140,Richard Garcia,Coastal Private Capital,Family Office,Northeast,100M-500M,Wealth,RM007,16.0,47.5,5.0,5500000.0,22250000.0,0.475,0.4,0.52,1.0,0.9230769230769231,0.5888,Medium,Invite to Market Outlook Webinar,Private Equity,2782080
A0076,Joseph Walker,Compass Wealth Management,Wirehouse,Midwest,100M-500M,Wealth,RM007,16.0,62.0,1.0,0.0,7000000.0,0.62,0.4,0.25,1.0,0.9862637362637363,0.5846,Medium,Invite to Market Outlook Webinar,Private Credit,4143352
A0050,Mark Miller,Bayview Advisors LLC,RIA,International,100M-500M,Wealth,RM015,14.0,54.714285714285715,6.0,0.0,29250000.0,0.5471428571428572,0.4,0.35,1.0,0.989010989010989,0.583,Low,Re-engagement Campaign,Real Estate,2754675
A0241,Margaret Jackson,Crown Securities,Wirehouse,West,100M-500M,Wealth,RM014,18.0,47.5,3.0,5500000.0,14000000.0,0.475,0.4,0.5,1.0,0.9010989010989011,0.5826,Low,Re-engagement Campaign,Private Credit,2752785
A0101,Joseph Scott,Evergreen Wealth Management,RIA,West,100M-500M,Wealth,RM005,13.0,46.76923076923077,4.0,2750000.0,14500000.0,0.4676923076923077,0.4,0.525,1.0,0.8708791208791209,0.5824,Low,Re-engagement Campaign,Private Credit,2751840
A0334,Susan Thompson,Summit Global Markets,Wirehouse,Northeast,100M-500M,Wealth,RM007,12.0,54.333333333333336,2.0,0.0,7500000.0,0.5433333333333333,0.4,0.375,1.0,0.9423076923076923,0.5822,Low,Re-engagement Campaign,Private Credit,2750895
A0184,Jessica Adams,Northstar Family Wealth,RIA,International,100M-500M,Wealth,RM015,5.0,67.6,4.0,0.0,22000000.0,0.6759999999999999,0.4,0.3375,0.75,0.9615384615384616,0.579,Low,Re-engagement Campaign,Private Credit,4103662
A0330,Margaret Taylor,Trident Private Capital,Family Office,Northeast,500M-1B,Wealth,RM007,2.0,65.0,3.0,0.0,47500000.0,0.65,0.6,0.5,0.25,0.9642857142857143,0.5789,Low,Re-engagement Campaign,Real Estate,13188066
A0288,Rebecca Scott,Sterling Private Wealth,Private Bank,International,<100M,Wealth,RM015,12.0,47.166666666666664,2.0,2750000.0,7500000.0,0.4716666666666666,0.15,0.75,1.0,0.9972527472527473,0.5787,Low,Re-engagement Campaign,Private Credit,455726
A0399,Anthony Smith,Crescent Global Markets,Wirehouse,Northeast,100M-500M,Wealth,RM006,43.0,47.02325581395349,4.0,0.0,19500000.0,0.4702325581395349,0.4,0.4375,1.0,1.0,0.5786,Low,Re-engagement Campaign,Real Estate,2733885
A0221,Brian Williams,Bayview Global Markets,Wirehouse,West,500M-1B,Wealth,RM001,19.0,55.421052631578945,3.0,0.0,24500000.0,0.5542105263157895,0.6,0.2833333333333333,0.75,0.8956043956043956,0.575,Low,Re-engagement Campaign,Real Estate,6792187
A0290,Margaret Singh,Bayview Securities,Wirehouse,International,1B-5B,Wealth,RM015,10.0,59.6,5.0,0.0,118250000.0,0.596,0.8,0.16,0.5,0.8873626373626373,0.5745,Low,Re-engagement Campaign,Private Credit,22620938
A0044,Donna Goldberg,Cascade Family Office,Family Office,Northeast,100M-500M,Wealth,RM005,9.0,52.0,2.0,0.0,7750000.0,0.52,0.4,0.375,1.0,0.9313186813186813,0.5741,Low,Re-engagement Campaign,Infrastructure,2712623
A0100,Thomas Sanchez,Beacon Advisors LLC,RIA,Northeast,500M-1B,Wealth,RM006,11.0,66.0909090909091,4.0,0.0,67250000.0,0.6609090909090909,0.6,0.2125,0.75,0.7032967032967032,0.5736,Low,Re-engagement Campaign,Private Credit,10163475
A0316,Dorothy Johnson,Pinnacle Insurance Investments,Institutional Investor,West,<100M,Institutional,RM001,27.0,58.407407407407405,0.0,0.0,0.0,0.5840740740740741,0.15,0.5602222222222222,1.0,0.9862637362637363,0.5734,Low,Re-engagement Campaign,Private Credit,677329
A0147,Ashley Garcia,Compass Private Bank,Private Bank,Southeast,100M-500M,Wealth,RM016,17.0,58.76470588235294,3.0,0.0,24750000.0,0.5876470588235294,0.4,0.25,1.0,0.967032967032967,0.573,Low,Re-engagement Campaign,Private Equity,4061138
A0384,Jeffrey Patel,Eaglewood Wealth Management,RIA,Northeast,100M-500M,Wealth,RM006,11.0,62.27272727272727,3.0,0.0,15250000.0,0.6227272727272727,0.4,0.2333333333333333,1.0,0.8928571428571429,0.5728,Low,Re-engagement Campaign,Private Credit,4059720
A0232,Andrew Taylor,Cedar Securities,Wirehouse,West,100M-500M,Wealth,RM012,25.0,49.32,5.0,5000000.0,17750000.0,0.4932,0.4,0.4,1.0,0.9478021978021978,0.5727,Low,Re-engagement Campaign,Private Credit,2706008
A0152,Timothy Young,Cedar Investment Consulting,Consultant,International,<100M,Institutional,RM015,18.0,69.72222222222223,6.0,1500000.0,14250000.0,0.6972222222222223,0.15,0.38333333333333336,1.0,0.989010989010989,0.5722,Low,Re-engagement Campaign,Private Equity,869029
A0162,Lisa Thomas,Pinnacle Family Office,Family Office,International,500M-1B,Wealth,RM015,10.0,51.1,2.0,0.0,9000000.0,0.511,0.6,0.125,1.0,0.9368131868131868,0.572,Low,Re-engagement Campaign,Real Estate,6756750
A0237,Cynthia Anderson,Northstar Wealth Management,RIA,International,<100M,Wealth,RM008,24.0,57.458333333333336,0.0,0.0,0.0,0.5745833333333333,0.15,0.557375,1.0,0.9945054945054945,0.5708,Low,Re-engagement Campaign,Real Estate,674258
A0307,Richard Perez,Coastal Private Capital,Family Office,West,500M-1B,Wealth,RM014,33.0,52.81818181818182,3.0,0.0,33000000.0,0.5281818181818182,0.6,0.06666666666666667,1.0,0.9807692307692307,0.5699,Low,Re-engagement Campaign,Real Estate,6731944
A0219,Betty Patel,Atlas Private Wealth,Private Bank,Northeast,500M-1B,Wealth,RM011,18.0,52.27777777777778,2.0,0.0,12000000.0,0.5227777777777778,0.6,0.1,1.0,0.9065934065934066,0.5675,Low,Re-engagement Campaign,Real Estate,6703594
A0277,Susan Nakamura,Evergreen Family Wealth,RIA,Northeast,100M-500M,Wealth,RM006,7.0,73.28571428571429,3.0,0.0,30500000.0,0.7328571428571429,0.4,0.06666666666666667,1.0,0.8324175824175825,0.5664,Low,Re-engagement Campaign,Real Estate,5161320
A0058,Ronald Goldberg,Halcyon Wealth Management,Wirehouse,Northeast,100M-500M,Wealth,RM007,16.0,68.875,2.0,0.0,14250000.0,0.68875,0.4,0.05,1.0,0.9862637362637363,0.5653,Low,Re-engagement Campaign,Infrastructure,5151296
A0051,Elizabeth Thompson,Keystone Securities,Wirehouse,West,1B-5B,Wealth,RM010,3.0,66.0,5.0,0.0,235250000.0,0.66,0.8,0.32,0.5,0.2802197802197802,0.565,Low,Re-engagement Campaign,Real Estate,33370312
A0371,Steven Adams,Compass Advisors LLC,RIA,West,<100M,Wealth,RM009,17.0,57.411764705882355,0.0,0.0,0.0,0.5741176470588235,0.15,0.557235294117647,1.0,0.9285714285714286,0.564,Low,Re-engagement Campaign,Private Credit,666225
A0081,Rebecca Nguyen,Liberty Wealth Partners,RIA,West,100M-500M,Wealth,RM001,6.0,53.666666666666664,3.0,0.0,20250000.0,0.5366666666666666,0.4,0.5,0.75,0.9038461538461539,0.5639,Low,Re-engagement Campaign,Infrastructure,3996641
A0230,Anthony Patel,Eaglewood Investment Consulting,Consultant,West,500M-1B,Institutional,RM001,12.0,53.833333333333336,3.0,0.0,27000000.0,0.5383333333333333,0.6,0.16666666666666669,1.0,0.6813186813186813,0.563,Low,Re-engagement Campaign,Real Estate,6650437
A0354,Sandra Harris,Atlas Family Office,Family Office,Northeast,1B-5B,Wealth,RM014,2.0,72.0,6.0,0.0,148750000.0,0.72,0.8,0.24166666666666667,0.25,0.6098901098901099,0.5628,Low,Re-engagement Campaign,Real Estate,22160250
A0012,Anthony Thomas,Summit Wealth Partners,RIA,West,100M-500M,Wealth,RM012,7.0,68.28571428571429,6.0,0.0,32250000.0,0.6828571428571429,0.4,0.15833333333333333,1.0,0.760989010989011,0.5626,Low,Re-engagement Campaign,Private Credit,5126692
A0064,Sharon Nguyen,Liberty Trust & Banking,Private Bank,Northeast,100M-500M,Wealth,RM011,19.0,58.05263157894737,5.0,0.0,31500000.0,0.5805263157894737,0.4,0.29,1.0,0.8021978021978022,0.5624,Low,Re-engagement Campaign,Private Credit,3986010
A0305,Daniel Hernandez,Ridge Wealth Management,Wirehouse,Southeast,100M-500M,Wealth,RM007,54.0,62.574074074074076,4.0,0.0,20500000.0,0.6257407407407407,0.4,0.1375,1.0,0.9697802197802198,0.5622,Low,Re-engagement Campaign,Private Credit,3984592
A0169,Joseph Gonzalez,Ridge Trust & Banking,Private Bank,West,<100M,Wealth,RM010,4.0,73.75,6.0,7500000.0,21750000.0,0.7375,0.15,0.5166666666666666,0.75,0.8763736263736264,0.5622,Low,Re-engagement Campaign,Private Credit,853841
A0173,Jennifer Sullivan,Trident Pension Trust,Institutional Investor,Southeast,500M-1B,Institutional,RM016,41.0,50.51219512195122,3.0,0.0,18000000.0,0.5051219512195122,0.6,0.06666666666666667,1.0,0.9697802197802198,0.5618,Low,Re-engagement Campaign,Private Credit,6636262
A0308,Sandra Walker,Trident Trust & Banking,Private Bank,Southwest,500M-1B,Wealth,RM003,6.0,40.666666666666664,0.0,0.0,0.0,0.4066666666666666,0.6,0.26199999999999996,1.0,0.8516483516483516,0.5596,Low,Re-engagement Campaign,Infrastructure,6610275
A0320,Anthony Jones,Evergreen Private Bank,Private Bank,Northeast,<100M,Wealth,RM009,20.0,72.15,4.0,0.0,7250000.0,0.7215,0.15,0.3375,1.0,0.8653846153846154,0.558,Low,Re-engagement Campaign,Real Estate,847463
A0247,Sandra Garcia,Riverstone Investment Solutions,Consultant,West,100M-500M,Institutional,RM013,23.0,48.65217391304348,5.0,1500000.0,21000000.0,0.4865217391304348,0.4,0.32,1.0,0.9807692307692307,0.558,Low,Re-engagement Campaign,Real Estate,2636550
A0350,Brian Allen,Frontier Private Bank,Private Bank,Northeast,100M-500M,Wealth,RM007,16.0,54.4375,2.0,0.0,12750000.0,0.544375,0.4,0.3,1.0,0.8434065934065934,0.5577,Low,Re-engagement Campaign,Private Credit,3952699
A0246,George Brown,Crown Wealth Management,Wirehouse,International,500M-1B,Wealth,RM002,4.0,64.75,4.0,13500000.0,68250000.0,0.6475,0.6,0.4,0.25,0.945054945054945,0.5563,Low,Re-engagement Campaign,Private Credit,12673209
A0341,Brian Thompson,Bayview Investment Consulting,Consultant,International,<100M,Institutional,RM002,48.0,70.33333333333333,2.0,0.0,5000000.0,0.7033333333333333,0.15,0.3,1.0,0.978021978021978,0.5563,Low,Re-engagement Campaign,Private Credit,844881
